Target Latitude,Target Longitude,Hello
22.96666667,97.78333333,Unique
22.98333333,97.78333333,Unique
23.35,97.78333333,Unique
25.55,97.78333333,Unique
4.833333333,97.8,Unique
21.9,97.8,Unique
21.93333333,97.83333333,Unique
23.66666667,97.83333333,Unique
27.58333333,97.83333333,Unique
20.4,97.85,Unique
23.4,97.85,Unique
20.51666667,97.86666667,Unique
20.91666667,97.86666667,Unique
22.63333333,97.86666667,Unique
15.3,97.867,Unique
20.28333333,97.88333333,Unique
20.56666667,97.88333333,Unique
23,97.88333333,Unique
23.96666667,97.88333333,Unique
21.55,97.9,Unique
23.96666667,97.9,Unique
24,97.9,Unique
23,97.91666667,Unique
23.28333333,97.91666667,Unique
23.66666667,97.91666667,Unique
18.75,97.916667,Unique
20.61666667,97.93333333,Unique
23.45,97.93333333,Unique
18.1578,97.9336,Unique
24.013461,97.94275,Unique
23.26666667,97.95,Unique
25.45,97.95,Unique
23.341402,97.961293,Unique
23.28333333,97.96666667,Unique
23.3,97.96666667,Unique
25.43333333,97.96666667,Unique
16.55,97.98333333,Unique
21.18333333,97.98333333,Unique
23.5,97.98333333,Unique
23.76666667,97.98333333,Unique
28.41666667,97.98333333,Unique
22.33333333,98,Unique
23.08333333,98,Unique
23.28333333,98,Unique
23.9,98,Unique
24,98,Unique
24.4,98,Unique
25.55,98,Unique
25.75,98,Unique
27.83333333,98,Unique
23.31666667,98.01666667,Unique
22.416667,98.033333,Unique
22.1,98.03333333,Unique
21.01666667,98.06666667,Unique
12.25,98.08333333,Unique
22.41666667,98.08333333,Unique
23.93333333,98.08333333,Unique
26.25,98.08333333,Unique
23.01666667,98.1,Unique
23.26666667,98.1,Unique
20.2,98.11666667,Unique
23.58333333,98.11666667,Unique
14.95,98.13333333,Unique
24.076342,98.148582,Unique
23.05,98.15,Unique
11.83333333,98.16666667,Unique
24.25,98.16666667,Unique
20.23333333,98.18333333,Unique
14.06666667,98.2,Unique
23,98.2,Unique
25.38333333,98.2,Unique
15.45,98.23333333,Unique
23.41666667,98.23333333,Unique
4.033333333,98.26666667,Unique
21.58333333,98.28333333,Unique
21.95,98.28333333,Unique
24.23333333,98.3,Unique
24.25,98.3,Unique
31.6167,98.3333,Unique
18.83333333,98.33333333,Unique
24.08333333,98.33333333,Unique
25.91666667,98.33333333,Unique
12.26666667,98.35,Unique
20.8,98.35,Unique
21.35,98.36666667,Unique
23.71666667,98.38333333,Unique
23.78333333,98.38333333,Unique
22.25,98.4,Unique
22.46666667,98.4,Unique
22.81666667,98.4,Unique
22.33333333,98.41666667,Unique
22.96666667,98.43333333,Unique
23.26666667,98.43333333,Unique
21.61666667,98.45,Unique
25.01666667,98.48333333,Unique
24.08333333,98.5,Unique
0.05,98.51666667,Unique
16.541082,98.529827,Unique
21.28333333,98.53333333,Unique
16.7167,98.5667,Unique
24,98.58333333,Unique
24.45,98.58333333,Unique
24.433728,98.588649,Unique
12.43333333,98.6,Unique
23.05,98.6,Unique
21.35,98.63333333,Unique
23.33333333,98.66666667,Unique
24.5833,98.6833,Unique
22.41666667,98.75,Unique
23.18333333,98.75,Unique
25.55,98.76666667,Unique
20.9,98.81666667,Unique
21.88333333,98.81666667,Unique
24.63333333,98.83333333,Unique
24.151712,98.875415,Unique
18.76666667,98.88333333,Unique
24.733333,98.916667,Unique
1.666666667,98.93333333,Unique
21.58333333,98.93333333,Unique
24.71666667,98.93333333,Unique
24.35,98.95,Unique
12.9863,98.96865,Unique
24.7,98.98333333,Unique
18.795278,98.998611,Unique
21.366667,99.033333,Unique
16.8697,99.129,Unique
20.866111,99.283056,Unique
24.55,99.36666667,Unique
18.2,99.41666667,Unique
21,99.5,Unique
18.26666667,99.51666667,Unique
21.28333333,99.6,Unique
21.25,99.66666667,Unique
21.16666667,99.75,Unique
2.133333333,99.8,Unique
20.919243,99.955754,Unique
20.5,100,Unique
22,100,Unique
32.787689,100.060391,Unique
17.372333,100.0765,Unique
26.86666667,100.1166667,Unique
31.5662885,100.133291,Unique
5.416666667,100.3166667,Unique
5.4,100.3833333,Unique
6.116666667,100.3833333,Unique
-1.05,100.4666667,Unique
13.76666667,100.4833333,Unique
5.643056,100.489722,Unique
13.7,100.5,Unique
13.7088,100.552,Unique
14.355,100.565,Unique
15,100.5833333,Unique
13.69583333,100.5858333,Unique
13.686781,100.595495,Unique
13.907384,100.59625,Unique
28.71666667,100.7833333,Unique
39,100.9166667,Unique
6.883333333,100.95,Unique
4.833333333,100.9666667,Unique
5.783333333,100.9833333,Unique
17.86666667,101.2,Unique
37.41666667,101.3333333,Unique
1.766666667,101.5,Unique
24.5,101.5,Unique
22.58333333,101.5833333,Unique
3.133333333,101.65,Unique
3.45,101.6666667,Unique
22.4,101.6833333,Unique
3.1475,101.6933333,Unique
3.15,101.7,Unique
4.2,101.9833333,Unique
-0.566666667,102,Unique
21.66666667,102.0833333,Unique
3.633333333,102.2166667,Unique
23.5,102.3333333,Unique
28,102.3666667,Unique
4.316666667,102.4,Unique
2.8,102.4333333,Unique
-1.3,102.4666667,Unique
3.383333333,102.5333333,Unique
25.06666667,102.6833333,Unique
21.31666667,103.0166667,Unique
3.775,103.2083333,Unique
38.33333333,103.4,Unique
21.41666667,103.4166667,Unique
1.533333333,103.5333333,Unique
1.633333333,103.6333333,Unique
1.6,103.65,Unique
1.233333333,103.7666667,Unique
1.216666667,103.7833333,Unique
1.266666667,103.8166667,Unique
13.51666667,103.8166667,Unique
30.43333333,103.85,Unique
-1.116666667,103.8833333,Unique
1.166666667,103.9166667,Unique
22.5,103.9333333,Unique
10.33333333,104,Unique
33,104,Unique
22.3,104.0833333,Unique
-2.866666667,104.15,Unique
33,104.2166667,Unique
30.98333333,104.2833333,Unique
24.96666667,104.3333333,Unique
34.85,104.3833333,Unique
-0.383333333,104.4166667,Unique
20.25,104.5,Unique
-0.8,104.5333333,Unique
21.95,104.6,Unique
22.75,104.666667,Unique
-2.991108,104.756733,Unique
-3,104.8333333,Unique
-2.343611111,104.9225,Unique
-2.25,104.9333333,Unique
11.58333333,104.9333333,Unique
22.81666667,104.9666667,Unique
20,105,Unique
10.66666667,105.05,Unique
19.91666667,105.1666667,Unique
21.28333333,105.4166667,Unique
18.91666667,105.45,Unique
19.9,105.4833333,Unique
18.16666667,105.5,Unique
18.85,105.5,Unique
-5.883333333,105.5166667,Unique
-1.516666667,105.55,Unique
18.53333333,105.55,Unique
20.88333333,105.5666667,Unique
21.2,105.6166667,Unique
18.85,105.65,Unique
18.71666667,105.6833333,Unique
18.65,105.7,Unique
10.38333333,105.7333333,Unique
21.2,105.75,Unique
19.46666667,105.7666667,Unique
20.95,105.7666667,Unique
19.83333333,105.8,Unique
21.2,105.8333333,Unique
21.195105,105.845445,Unique
21.03333333,105.8666667,Unique
21.2,105.8666667,Unique
20.01666667,105.8833333,Unique
20.13333333,105.8833333,Unique
22.15,105.8833333,Unique
22.66666667,105.8833333,Unique
21.040975,105.886011,Unique
20.46666667,105.95,Unique
21.23333333,105.9666667,Unique
20.25,106,Unique
20.5,106,Unique
21,106.0666667,Unique
22.66666667,106.0833333,Unique
21.18333333,106.1333333,Unique
20.6,106.1666667,Unique
21.2,106.1666667,Unique
22.71666667,106.1666667,Unique
20.38333333,106.2166667,Unique
21.4,106.25,Unique
21.26666667,106.2666667,Unique
22.65,106.2666667,Unique
22.8,106.3,Unique
20.93333333,106.3166667,Unique
21.11666667,106.3166667,Unique
20.48333333,106.3333333,Unique
22.81666667,106.3333333,Unique
22.25,106.3666667,Unique
21.3,106.4,Unique
21.03333333,106.4833333,Unique
37.33333333,106.4833333,Unique
20.25,106.5,Unique
21.55,106.5166667,Unique
22.83333333,106.5166667,Unique
22.93333333,106.5333333,Unique
-6.233333333,106.5666667,Unique
20.63333333,106.6,Unique
22.05,106.6166667,Unique
20.866714,106.657154,Unique
10.81666667,106.6833333,Unique
11,106.6833333,Unique
20.86666667,106.6833333,Unique
10.76666667,106.7,Unique
10.66666667,106.75,Unique
11.5,106.75,Unique
20.95,106.8,Unique
-6.2,106.8333333,Unique
21.9,106.8333333,Unique
22.36666667,106.9333333,Unique
20,107,Unique
21.55,107.0166667,Unique
20.71666667,107.05,Unique
20.933333,107.08333,Unique
10.31666667,107.0833333,Unique
20.98333333,107.0833333,Unique
21.15,107.0833333,Unique
22.15,107.1166667,Unique
21.03333333,107.3666667,Unique
32.53333333,107.4166667,Unique
21.2,107.4666667,Unique
19.66666667,107.5,Unique
21.35,107.5166667,Unique
16.45,107.55,Unique
-2.566666667,107.6166667,Unique
21.45,107.7333333,Unique
24.71666667,107.8,Unique
30.7,107.8166667,Unique
20.08333333,107.8333333,Unique
25.41666667,107.8833333,Unique
21.53333333,107.9666667,Unique
3.966666667,107.9833333,Unique
10.66666667,108,Unique
10.95,108,Unique
10.96666667,108,Unique
20,108,Unique
3.8,108.0333333,Unique
25.1,108.0666667,Unique
16.13333333,108.1833333,Unique
22.8,108.2,Unique
23.2,108.2166667,Unique
16.1,108.2333333,Unique
22.8,108.3,Unique
4,108.35,Unique
24.55,108.5666667,Unique
34.26666667,108.5666667,Unique
24.55,108.6,Unique
23.31666667,108.6166667,Unique
23.36666667,108.6166667,Unique
24.55,108.6333333,Unique
19.13333333,108.7166667,Unique
11.33333333,108.75,Unique
11.3,108.7666667,Unique
15.11666667,108.7666667,Unique
-5,109,Unique
11.58333333,109,Unique
13.58333333,109,Unique
2.483333333,109.0166667,Unique
14.45,109.0166667,Unique
11.56666667,109.0666667,Unique
0.3,109.1,Unique
13.383333,109.116667,Unique
11.86666667,109.1833333,Unique
13.08333333,109.1833333,Unique
11.83333333,109.2,Unique
12.7,109.2,Unique
11.83333333,109.2166667,Unique
13.45,109.2166667,Unique
12.25,109.2333333,Unique
-5.760203,109.235065,Unique
12.33333333,109.2666667,Unique
23.7,109.2666667,Unique
24.3,109.2666667,Unique
12.76666667,109.2833333,Unique
13.08333333,109.3166667,Unique
18.41666667,109.3333333,Unique
-0.033333333,109.3666667,Unique
0.033333333,109.3666667,Unique
30.4,109.4,Unique
12.73333333,109.4666667,Unique
18.41666667,109.4666667,Unique
14.58333333,109.5,Unique
17.33333333,109.5,Unique
23.11666667,109.5166667,Unique
23.798889,109.5325,Unique
24.53333333,109.5333333,Unique
24,109.6,Unique
23,109.6333333,Unique
23.6,109.6333333,Unique
24.53333333,109.6333333,Unique
18.33333333,109.6666667,Unique
23.03333333,109.6666667,Unique
0.9,109.7166667,Unique
22.71666667,109.7833333,Unique
28.71666667,109.7833333,Unique
18.4,109.8166667,Unique
14.66666667,109.8333333,Unique
-0.266666667,109.85,Unique
0.266666667,109.85,Unique
26.23333333,109.95,Unique
19,110,Unique
20,110,Unique
29,110,Unique
24.35,110.0166667,Unique
20.91666667,110.05,Unique
20.93333333,110.05,Unique
23.4,110.0833333,Unique
34.86666667,110.1166667,Unique
22.63333333,110.1333333,Unique
25.13333333,110.1333333,Unique
19.9,110.1666667,Unique
24.26666667,110.2,Unique
25.23333333,110.2,Unique
23.26666667,110.25,Unique
28.46666667,110.25,Unique
1.516666667,110.2666667,Unique
34.71666667,110.3,Unique
1.583333333,110.3333333,Unique
20.08333333,110.3333333,Unique
20.91666667,110.3333333,Unique
30.91666667,110.3333333,Unique
1.566666667,110.35,Unique
20.03333333,110.35,Unique
25.63333333,110.35,Unique
27.01666667,110.35,Unique
24.31666667,110.3666667,Unique
25.76666667,110.3666667,Unique
-1.9,110.4166667,Unique
1.9,110.4166667,Unique
24.31666667,110.4666667,Unique
34.93333333,110.4666667,Unique
22.83333333,110.5,Unique
23.43333333,110.5333333,Unique
23.5,110.5833333,Unique
19.272116,110.584387,Unique
19.9,110.6166667,Unique
22.01666667,110.6166667,Unique
23.43333333,110.6333333,Unique
25.85,110.7166667,Unique
27.35,110.7666667,Unique
25.13333333,110.8166667,Unique
34.7,110.8166667,Unique
34.75,110.8333333,Unique
23.18333333,110.9166667,Unique
25.53333333,110.9166667,Unique
25.15,110.9333333,Unique
29.43333333,110.9833333,Unique
35.03333333,110.9833333,Unique
13.66666667,111,Unique
34.1,111,Unique
25.7,111.1,Unique
33.51666667,111.1833333,Unique
23.16666667,111.2166667,Unique
25.31666667,111.25,Unique
26.18333333,111.25,Unique
2.783333333,111.2666667,Unique
23.43333333,111.3166667,Unique
30.7,111.3333333,Unique
25.63333333,111.35,Unique
2.466666667,111.4333333,Unique
16.83333333,111.45,Unique
25.25,111.45,Unique
17,111.5,Unique
25.66666667,111.5,Unique
26.16666667,111.5,Unique
36.08333333,111.5166667,Unique
26.25,111.5333333,Unique
20.96666667,111.5833333,Unique
33.28333333,111.5833333,Unique
33.4,111.6166667,Unique
-2.5,111.61667,Unique
26.221876,111.631047,Unique
32.38333333,111.6333333,Unique
34.36666667,111.6333333,Unique
30.86666667,111.6833333,Unique
32.78333333,111.7,Unique
36.56666667,111.7333333,Unique
36.85,111.7666667,Unique
23.152322,111.768923,Unique
33.16666667,111.8166667,Unique
2.3,111.816667,Unique
2.333333333,111.8333333,Unique
26.95,111.8833333,Unique
36.96666667,111.9,Unique
-7.9,111.9666667,Unique
16.5,112,Unique
29.93333333,112.0333333,Unique
36.25,112.0333333,Unique
30.96666667,112.0666667,Unique
2.883333333,112.1,Unique
30.6,112.1666667,Unique
30.3,112.2166667,Unique
37.36666667,112.2666667,Unique
30.26666667,112.3,Unique
31.73333333,112.3,Unique
28.353859,112.355098,Unique
26.4,112.3833333,Unique
29.31666667,112.4166667,Unique
34.71666667,112.4333333,Unique
23.56666667,112.45,Unique
29.71666667,112.45,Unique
23.05,112.4666667,Unique
28.3,112.5333333,Unique
33.8,112.55,Unique
-7.933333333,112.5666667,Unique
26.93333333,112.5833333,Unique
26.65,112.6,Unique
30.7,112.6333333,Unique
5.8,112.6666667,Unique
27.66666667,112.6666667,Unique
27.98333333,112.6666667,Unique
33.06666667,112.6666667,Unique
29.56666667,112.6833333,Unique
-7.266666667,112.7333333,Unique
37.65,112.7333333,Unique
23.83333333,112.8166667,Unique
20.2,112.8333333,Unique
26.43333333,112.8333333,Unique
28.2,112.8333333,Unique
27.55,112.8666667,Unique
27.83333333,112.8666667,Unique
37.88333333,112.8666667,Unique
27.7,112.8833333,Unique
23.13333333,112.9,Unique
23.35,112.9166667,Unique
35.1,112.9166667,Unique
34.78333333,112.9333333,Unique
34.741576,112.944802,Unique
28.2,112.9666667,Unique
28.66666667,113,Unique
22.81666667,113.0333333,Unique
35.31666667,113.0333333,Unique
29.45,113.05,Unique
3.133333333,113.0666667,Unique
22.5,113.1,Unique
26.68333333,113.1,Unique
27.95,113.1,Unique
3.15,113.1166667,Unique
31.85,113.1166667,Unique
29.433333,113.133333,Unique
29.38333333,113.15,Unique
38.88333333,113.15,Unique
22.16666667,113.1666667,Unique
28.86666667,113.1833333,Unique
29.53333333,113.2,Unique
34.18333333,113.2166667,Unique
23.18333333,113.2333333,Unique
29.11666667,113.25,Unique
23.08333333,113.2666667,Unique
23.1,113.2666667,Unique
34.5,113.2666667,Unique
23.1,113.2833333,Unique
27.01666667,113.2833333,Unique
23.133333,113.3166666,Unique
34.21666667,113.3166667,Unique
36.46666667,113.3333333,Unique
22.034182,113.344464,Unique
29.61666667,113.3833333,Unique
23.08333333,113.4,Unique
22.6,113.5,Unique
27.68333333,113.5,Unique
34.95,113.5,Unique
26.93333333,113.5333333,Unique
25.93333333,113.55,Unique
34.93333333,113.55,Unique
24.8,113.583333,Unique
28.7,113.5833333,Unique
28.15,113.6166667,Unique
22.6,113.65,Unique
34.95,113.65,Unique
37.65,113.65,Unique
34.73333333,113.7,Unique
34.55,113.75,Unique
34,113.7833333,Unique
35.31666667,113.8833333,Unique
29.7,113.9,Unique
30.48333333,113.9333333,Unique
23.66666667,113.9666667,Unique
4.416666667,114,Unique
4.483333333,114,Unique
35.05,114,Unique
0.01,114.01,Unique
38,114.0166667,Unique
27.03333333,114.0333333,Unique
34.68333333,114.0333333,Unique
29.55,114.05,Unique
31.81666667,114.05,Unique
33.53333333,114.05,Unique
33.55,114.05,Unique
32.81666667,114.0666667,Unique
31.78333333,114.1,Unique
32.15,114.1333333,Unique
32.55,114.1333333,Unique
4.583333333,114.1666667,Unique
27.23333333,114.1666667,Unique
22.316667,114.183333,Unique
4.583333333,114.1833333,Unique
22,114.1833333,Unique
22.2,114.1833333,Unique
22.31666667,114.1833333,Unique
22.305137,114.184235,Unique
22.2,114.2,Unique
23.18333333,114.2333333,Unique
25.38333333,114.2666667,Unique
30.581179,114.272597,Unique
30.53333333,114.2833333,Unique
30.55,114.2833333,Unique
29.84142,114.322468,Unique
29.91666667,114.3333333,Unique
30.6,114.3333333,Unique
36.13333333,114.3333333,Unique
10.38333333,114.35,Unique
34.8,114.35,Unique
4.516666667,114.4166667,Unique
38.06666667,114.4166667,Unique
30.61666667,114.4666667,Unique
36.78333333,114.4666667,Unique
-3.333333333,114.5,Unique
36.13333333,114.5,Unique
36.91666667,114.5,Unique
37.06666667,114.5,Unique
36.88333333,114.5166667,Unique
37.28333333,114.5166667,Unique
38.1,114.5333333,Unique
4.666666667,114.55,Unique
-3.333333333,114.5833333,Unique
27.26666667,114.5833333,Unique
28.13333333,114.5833333,Unique
-4.066666667,114.6,Unique
26.4,114.6,Unique
-4.25,114.6666667,Unique
-4.166666667,114.6666667,Unique
-3.75,114.6666667,Unique
3.4,114.6666667,Unique
3.416666667,114.6666667,Unique
3.75,114.6666667,Unique
4.016666667,114.6666667,Unique
4.8,114.6666667,Unique
-3.45,114.75,Unique
11.5,114.75,Unique
32.38333333,114.8,Unique
22.56666667,114.9,Unique
4.916666667,114.9166667,Unique
4.766666667,114.95,Unique
4.333333333,115,Unique
15,115,Unique
34.41666667,115,Unique
30.08333333,115.0166667,Unique
5.033333333,115.0333333,Unique
22.58333333,115.0333333,Unique
6.216666667,115.05,Unique
5,115.1,Unique
27.68333333,115.1,Unique
30.23333333,115.1166667,Unique
-8.683333333,115.1666667,Unique
-8.4,115.1666667,Unique
-8.7481,115.1675,Unique
5.333333333,115.2,Unique
5.366666667,115.2,Unique
-8.35,115.2166667,Unique
5.283333333,115.2333333,Unique
4.916666667,115.25,Unique
20.33333333,115.2833333,Unique
-8.6,115.3,Unique
22.5,115.3,Unique
-8.45,115.3333333,Unique
-6.833333333,115.3333333,Unique
30.6,115.3333333,Unique
35.61666667,115.3333333,Unique
-8.8,115.4,Unique
4.833333333,115.4166667,Unique
29.9,115.45,Unique
-7.966666667,115.4666667,Unique
-8.516666667,115.5,Unique
28.06666667,115.5,Unique
4.75,115.5833333,Unique
28.83333333,115.65,Unique
5.166666667,115.6666667,Unique
28.56666667,115.6666667,Unique
30.78333333,115.7333333,Unique
5.333333333,115.75,Unique
22.66666667,115.75,Unique
5.533333333,115.8,Unique
28.56666667,115.8,Unique
-0.233333333,115.8166667,Unique
0.233333333,115.8166667,Unique
-8.8,115.8666667,Unique
5.166666667,115.9166667,Unique
5.75,115.9166667,Unique
28.635713,115.930012,Unique
29.738056,115.987222,Unique
29.86666667,116.0166667,Unique
5.983333333,116.0666667,Unique
-8.733333333,116.0833333,Unique
-3.333333333,116.1333333,Unique
29.73333333,116.1333333,Unique
-3.583333333,116.1666667,Unique
5.3,116.1666667,Unique
39.21666667,116.1666667,Unique
-3.266666667,116.1833333,Unique
34.8,116.1833333,Unique
3.016666667,116.2,Unique
6.183333333,116.2,Unique
-3.233333333,116.2166667,Unique
-3.333333333,116.25,Unique
23.78333333,116.3,Unique
29.73333333,116.3,Unique
33.98333333,116.3166667,Unique
-8.5,116.3333333,Unique
6,116.3333333,Unique
26.66666667,116.3333333,Unique
-0.366666667,116.4,Unique
6.333333333,116.4166667,Unique
30.4,116.4166667,Unique
6.083333333,116.5,Unique
24.96666667,116.5,Unique
30.58333333,116.6,Unique
3.616666667,116.6166667,Unique
6.5,116.6666667,Unique
23.35,116.6666667,Unique
29.93333333,116.7,Unique
1.133333333,116.7166667,Unique
3.75,116.733333,Unique
6.516666667,116.75,Unique
-1.233333333,116.7666667,Unique
-1.283333333,116.8166667,Unique
1.283333333,116.8166667,Unique
-1.263539,116.8279,Unique
-1.25,116.8333333,Unique
6.916666667,116.8333333,Unique
-0.166666667,116.8666667,Unique
38.31666667,116.8666667,Unique
-1.267222,116.893889,Unique
-1.268333,116.894444,Unique
6.75,116.9166667,Unique
-1.23333,116.95,Unique
7.283333333,116.95,Unique
36.71666667,116.95,Unique
3.833333333,116.9833333,Unique
-1.183333333,117,Unique
1.183333333,117,Unique
25,117,Unique
26,117,Unique
-0.45,117.0333333,Unique
30.51666667,117.0333333,Unique
40.56666667,117.05,Unique
-0.466666667,117.1166667,Unique
27.5,117.1833333,Unique
32.93333333,117.2166667,Unique
2.15,117.2333333,Unique
35.73333333,117.2666667,Unique
-0.65,117.2833333,Unique
-0.6,117.2833333,Unique
23.56666667,117.3,Unique
2.033333333,117.3333333,Unique
6.25,117.3333333,Unique
2.166666667,117.5,Unique
8.5,117.5,Unique
37.58333333,117.5333333,Unique
-3.45,117.55,Unique
3.45,117.55,Unique
3.35,117.566667,Unique
-8.516666667,117.5833333,Unique
3.416666667,117.5833333,Unique
3.3,117.6,Unique
5.9,117.6,Unique
38.98333333,117.6,Unique
3.316666667,117.6166667,Unique
5.883333333,117.6166667,Unique
26.25,117.6167,Unique
39,117.7,Unique
32.96666667,117.75,Unique
4.283333333,117.7666667,Unique
4.25,117.8833333,Unique
41.48333333,117.9,Unique
2.5,117.9166667,Unique
27.08333333,118.0333333,Unique
24.45,118.0666667,Unique
0.833333333,118.0833333,Unique
5.833333333,118.0833333,Unique
24.41666667,118.0833333,Unique
24.53333333,118.0833333,Unique
39.75,118.2333333,Unique
37.36666667,118.2666667,Unique
5.083333333,118.3333333,Unique
4.95,118.35,Unique
30.710932,118.400485,Unique
31.35,118.4166667,Unique
39.7,118.433333,Unique
-8.733333333,118.4666667,Unique
40.01666667,118.6833333,Unique
32.16666667,118.7333333,Unique
38.16666667,118.7333333,Unique
9.75,118.75,Unique
10.08333333,118.75,Unique
32.08333333,118.75,Unique
-8.316666667,118.7666667,Unique
32.11666667,118.7833333,Unique
29.45,118.8,Unique
29.53333333,118.8,Unique
-3.533333333,118.9333333,Unique
1.016666667,118.9833333,Unique
1,119,Unique
10,119,Unique
27.022484,119.0414,Unique
29.66666667,119.0666667,Unique
26.21666667,119.1,Unique
4.75,119.25,Unique
11.08333333,119.25,Unique
5.316666667,119.2666667,Unique
26.074508,119.296494,Unique
-3.266666667,119.3,Unique
-0.533333333,119.3166667,Unique
26.08333333,119.3166667,Unique
33.21666667,119.3166667,Unique
11.08333333,119.3333333,Unique
26,119.3333333,Unique
-3.45,119.3666667,Unique
5.333333333,119.3666667,Unique
-5.133333333,119.4,Unique
-5.3,119.4166667,Unique
5.3,119.4166667,Unique
-5.133333,119.416667,Unique
-5.133333,119.416884,Unique
5.533333333,119.4333333,Unique
34.73333333,119.45,Unique
4.905708,119.453727,Unique
29.2,119.4666667,Unique
-5.533333333,119.5,Unique
-5.216666667,119.5,Unique
-5.083333333,119.5,Unique
10.25,119.5,Unique
23.5,119.5,Unique
-5.066666667,119.5166667,Unique
-3.95,119.5333333,Unique
3.95,119.5333333,Unique
-3.4,119.55,Unique
-3.666666667,119.5666667,Unique
23.51666667,119.5666667,Unique
23.53333333,119.5666667,Unique
23.56666667,119.5666667,Unique
-4.816666667,119.5833333,Unique
23.5,119.5833333,Unique
23.58333333,119.5833333,Unique
-4.016666667,119.6166667,Unique
5.55,119.6166667,Unique
29.11666667,119.65,Unique
-3.816666667,119.6666667,Unique
10.5,119.6666667,Unique
23.25,119.6666667,Unique
-4.4,119.7166667,Unique
5,119.75,Unique
5.333333333,119.75,Unique
15.58333333,119.75,Unique
-4.85,119.7833333,Unique
-3.116666667,119.8,Unique
24.16666667,119.8333333,Unique
-3.95,119.9,Unique
-8.45,119.9166667,Unique
15.41666667,119.9166667,Unique
16.5,119.9166667,Unique
16.399722,119.938611,Unique
-1.202712,119.942484,Unique
32.16666667,119.9833333,Unique
-3.733333333,120,Unique
-2,120,Unique
15.83333333,120,Unique
17,120,Unique
23.58333333,120,Unique
25,120,Unique
0.533333333,120.0333333,Unique
11.83333333,120.0833333,Unique
11.91666667,120.0833333,Unique
16.28333333,120.0833333,Unique
-9.9,120.1166667,Unique
15.066667,120.133333,Unique
-5.566666667,120.1333333,Unique
30.26666667,120.1333333,Unique
5.25,120.15,Unique
24.83333333,120.15,Unique
5.25,120.1666667,Unique
12.25,120.1666667,Unique
15.25,120.1666667,Unique
16,120.1666667,Unique
22.93333333,120.1666667,Unique
23.16666667,120.1666667,Unique
23.5,120.1666667,Unique
23.21666667,120.1833333,Unique
16.93333333,120.2,Unique
22.95,120.2,Unique
23,120.2,Unique
-9.9,120.2166667,Unique
22.96666667,120.2333333,Unique
23.18333333,120.2333333,Unique
28.11666667,120.2333333,Unique
-3,120.25,Unique
14.75,120.25,Unique
14.83333333,120.25,Unique
16,120.25,Unique
16.58333333,120.25,Unique
22.58333333,120.25,Unique
22.61666667,120.25,Unique
23.23333333,120.25,Unique
23.5,120.25,Unique
23.75,120.25,Unique
24.68333333,120.25,Unique
30.6,120.25,Unique
22.68333333,120.2666667,Unique
22.73333333,120.2666667,Unique
22.8,120.2666667,Unique
23.31666667,120.2666667,Unique
-9.633333333,120.2833333,Unique
22.63333333,120.2833333,Unique
23.16666667,120.2833333,Unique
23.58333333,120.2833333,Unique
-5.1666,120.3,Unique
-4.866666667,120.3,Unique
16.633333,120.3,Unique
22.8,120.3,Unique
23.03333333,120.3,Unique
23.3,120.3,Unique
23.31666667,120.3,Unique
-4.55,120.3166667,Unique
17.583333,120.3333,Unique
13.75,120.3333333,Unique
15.05,120.3333333,Unique
15.16666667,120.3333333,Unique
15.56666667,120.3333333,Unique
16.33333333,120.3333333,Unique
16.41666667,120.3333333,Unique
16.5,120.3333333,Unique
23.41666667,120.3333333,Unique
23.5,120.3333333,Unique
22.633201,120.349966,Unique
-2.543735,120.357299,Unique
5.166666667,120.3666667,Unique
22.35,120.3666667,Unique
22.63333333,120.3666667,Unique
23.41666667,120.3666667,Unique
-3.45,120.3833333,Unique
23.45,120.3833333,Unique
23.51666667,120.3833333,Unique
16.533889,120.396944,Unique
16.41666667,120.4,Unique
-5.333333333,120.4166667,Unique
12.16666667,120.4166667,Unique
14.58333333,120.4166667,Unique
15.33333333,120.4166667,Unique
16.25,120.4166667,Unique
16.33333333,120.4166667,Unique
16.41666667,120.4166667,Unique
16.83333333,120.4166667,Unique
16.91666667,120.4166667,Unique
17.33333333,120.4166667,Unique
17.41666667,120.4166667,Unique
17.5,120.4166667,Unique
17.75,120.4166667,Unique
23.66666667,120.4166667,Unique
23.7,120.4166667,Unique
24.08333333,120.4166667,Unique
36.25,120.4166667,Unique
17.61666667,120.4333333,Unique
22.65,120.4333333,Unique
23.26666667,120.4333333,Unique
23.58333333,120.4333333,Unique
15.16666667,120.45,Unique
23.38333333,120.45,Unique
24.05,120.45,Unique
16.31666667,120.4666667,Unique
16.45,120.4666667,Unique
17.56666667,120.4666667,Unique
23.5,120.4666667,Unique
23.68333333,120.4666667,Unique
22.66666667,120.4833333,Unique
23.38333333,120.4833333,Unique
-2,120.5,Unique
14.08333333,120.5,Unique
14.41666667,120.5,Unique
14.66666667,120.5,Unique
14.83333333,120.5,Unique
15,120.5,Unique
15.08333333,120.5,Unique
15.16666667,120.5,Unique
15.25,120.5,Unique
15.33333333,120.5,Unique
15.75,120.5,Unique
15.91666667,120.5,Unique
16.33333333,120.5,Unique
16.36666667,120.5,Unique
16.41666667,120.5,Unique
16.5,120.5,Unique
16.83333333,120.5,Unique
17.41666667,120.5,Unique
17.5,120.5,Unique
17.51666667,120.5,Unique
18.16666667,120.5,Unique
